HP-AP	H5LP - A5LP	FF	MHScored	MHSkipped	MAScored	MASkipped	R
9	5	0.6666666666666666	1.3333333333333333	1.3333333333333333	0.5	2.1666666666666665	1
5	5	0.6666666666666666	2.0	0.6666666666666666	1.6666666666666667	1.0	0
-6	-5	-0.5	0.7142857142857143	1.7142857142857142	1.0	0.5714285714285714	-1
-14	-8	-0.5	0.42857142857142855	1.4285714285714286	2.0	1.0	-1
-2	0	0.0	1.0	1.7142857142857142	0.7142857142857143	1.2857142857142858	1
-2	-5	0.0	1.5714285714285714	1.4285714285714286	1.0	1.4285714285714286	-1
-5	-3	-0.5	1.2857142857142858	1.2857142857142858	2.142857142857143	0.7142857142857143	-1
-4	-5	-0.25	1.1428571428571428	1.2857142857142858	1.2857142857142858	1.0	-1
-1	-2	0.5	1.5714285714285714	1.1428571428571428	1.0	0.42857142857142855	0
-3	-5	0.0	1.0	2.142857142857143	1.2857142857142858	1.1428571428571428	0
4	3	0.5	1.2857142857142858	0.8571428571428571	1.1428571428571428	1.4285714285714286	1
3	6	0.5	1.5714285714285714	1.4285714285714286	1.1428571428571428	1.1428571428571428	1
-2	-2	0.25	1.8571428571428572	2.0	1.8571428571428572	1.1428571428571428	-1
16	9	0.75	2.4285714285714284	1.0	0.8571428571428571	2.5714285714285716	1
6	0	0.25	1.0	1.25	0.375	1.25	0
4	4	0.5	1.875	1.25	1.25	1.375	0
-12	-5	-0.5	0.75	2.375	1.75	1.75	-1
8	9	0.5	1.25	1.25	0.875	2.25	1
4	3	0.0	1.625	0.875	1.125	1.625	1
-7	-4	0.0	1.0	1.0	2.125	0.875	0
10	6	0.5	2.125	0.875	0.875	1.75	0
-6	-4	0.25	0.75	1.25	1.5	1.125	0
2	-2	0.0	1.0	0.5	1.375	1.375	1
7	4	0.5	1.875	1.0	1.5	1.375	0
12	4	1.0	1.0	0.375	0.875	1.625	1
-6	-6	0.25	1.25	1.25	1.375	0.875	-1
3	-1	0.0	0.8888888888888888	1.7777777777777777	0.8888888888888888	2.2222222222222223	-1
-3	2	0.0	1.7777777777777777	1.7777777777777777	1.8888888888888888	1.1111111111111112	0
-18	-8	-0.8	0.4444444444444444	1.4444444444444444	2.2222222222222223	0.8888888888888888	-1
-11	-4	-0.2	0.7777777777777778	1.6666666666666667	1.8888888888888888	1.1111111111111112	-1
4	4	0.4	1.5555555555555556	1.2222222222222223	1.1111111111111112	1.3333333333333333	1
1	-1	0.2	1.2222222222222223	1.4444444444444444	1.1111111111111112	1.3333333333333333	1
-3	-3	0.0	1.3333333333333333	1.3333333333333333	1.0	0.6666666666666666	1
-1	-4	0.0	1.3333333333333333	1.0	1.4444444444444444	0.7777777777777778	0
-3	3	0.0	1.0	2.111111111111111	1.0	1.1111111111111112	1
9	10	0.6000000000000001	1.4444444444444444	0.7777777777777778	0.6666666666666666	1.3333333333333333	1
10	4	0.39999999999999997	1.8888888888888888	0.7777777777777778	0.8888888888888888	1.1111111111111112	0
-4	1	0.39999999999999997	1.5555555555555556	1.5555555555555556	1.2222222222222223	0.6666666666666666	0
-3	-2	0.2	0.9	1.1	1.3	1.3	0
7	6	0.39999999999999997	1.9	1.0	1.4	1.3	1
14	6	0.4	1.4	0.8	0.5	1.4	0
1	-3	0.2	1.0	1.3	1.1	1.7	-1
2	1	0.2	2.0	0.9	1.3	0.9	-1
-3	0	0.0	0.8	1.2	1.6	1.8	1
-2	-3	0.0	1.0	0.7	1.4	0.8	0
6	5	0.4	1.9	1.1	1.2	1.5	1
-11	-4	0.0	1.0	1.2	1.7	0.7	0
2	3	0.2	1.2	2.0	0.7	1.9	1
-1	2	0.39999999999999997	1.0	1.2	1.4	1.4	0
7	-2	0.4	1.2	0.9	1.2	2.0	-1
-7	0	0.16666666666666666	0.5454545454545454	1.2727272727272727	1.1818181818181819	1.2727272727272727	1
3	-2	0.0	1.4545454545454546	1.6363636363636365	1.0909090909090908	1.8181818181818181	0
-10	-7	-0.16666666666666666	0.7272727272727273	1.9090909090909092	1.4545454545454546	1.2727272727272727	-1
2	4	0.33333333333333337	1.3636363636363635	1.4545454545454546	1.3636363636363635	1.5454545454545454	1
8	1	0.33333333333333337	1.2727272727272727	0.9090909090909091	1.0909090909090908	1.6363636363636365	0
8	6	0.33333333333333337	1.7272727272727273	0.9090909090909091	0.9090909090909091	1.1818181818181819	0
-2	0	0.0	1.0	1.1818181818181819	1.0	0.7272727272727273	0
13	2	0.33333333333333337	1.4545454545454546	0.7272727272727273	1.0909090909090908	2.0	1
9	0	0.16666666666666666	1.9090909090909092	0.9090909090909091	0.8181818181818182	1.1818181818181819	0
10	2	0.5	1.8181818181818181	1.0909090909090908	0.9090909090909091	1.0909090909090908	0
9	3	0.6666666666666666	1.2727272727272727	1.0	1.0909090909090908	1.2727272727272727	0
2	-4	0.33333333333333337	1.7272727272727273	0.8181818181818182	1.4545454545454546	0.9090909090909091	0
0	5	0.33333333333333337	0.9166666666666666	1.1666666666666667	1.0	1.25	1
3	1	0.0	1.0	1.5833333333333333	0.75	1.75	-1
-1	4	0.33333333333333337	1.4166666666666667	1.1666666666666667	1.1666666666666667	0.9166666666666666	1
-12	-5	-0.5	0.9166666666666666	1.1666666666666667	1.5	0.75	-1
-5	4	0.3333333333333333	1.25	1.25	1.6666666666666667	0.9166666666666666	1
-11	5	-0.3333333333333333	1.0833333333333333	1.8333333333333333	1.75	0.9166666666666666	1
9	6	0.3333333333333333	1.3333333333333333	1.8333333333333333	0.6666666666666666	1.5	1
4	3	0.3333333333333333	1.4166666666666667	0.9166666666666666	1.4166666666666667	1.5833333333333333	0
-7	-1	0.16666666666666666	1.0833333333333333	1.3333333333333333	1.4166666666666667	1.1666666666666667	0
-8	-8	0.0	1.25	1.6666666666666667	1.8333333333333333	0.8333333333333334	-1
-7	-6	-0.33333333333333337	0.9166666666666666	0.9166666666666666	1.9166666666666667	1.0	-1
-7	-4	0.0	1.0	1.1666666666666667	1.25	1.3333333333333333	0
8	1	0.2857142857142857	1.3846153846153846	1.4615384615384615	0.9230769230769231	1.5384615384615385	1
-20	-6	-0.42857142857142855	0.6153846153846154	1.4615384615384615	1.7692307692307692	0.7692307692307693	-1
6	8	0.42857142857142855	1.5384615384615385	1.0769230769230769	1.1538461538461537	1.7692307692307692	1
1	2	0.0	1.1538461538461537	1.2307692307692308	0.8461538461538461	0.8461538461538461	0
-1	4	0.5714285714285714	1.3846153846153846	1.2307692307692308	1.3846153846153846	1.0769230769230769	1
14	4	0.42857142857142855	1.2307692307692308	0.9230769230769231	0.7692307692307693	1.7692307692307692	1
4	5	0.14285714285714285	1.3076923076923077	1.7692307692307692	0.9230769230769231	1.1538461538461537	0
6	-1	0.14285714285714285	1.6923076923076923	0.9230769230769231	1.0	1.2307692307692308	0
5	1	0.2857142857142857	1.0769230769230769	1.3076923076923077	1.2307692307692308	1.9230769230769231	0
3	5	0.2857142857142857	1.9230769230769231	1.0769230769230769	1.6923076923076923	1.0	0
-2	1	0.14285714285714285	0.9230769230769231	1.0769230769230769	1.0	1.2307692307692308	0
0	-2	0.1428571428571429	1.4615384615384615	1.0769230769230769	1.3846153846153846	0.8461538461538461	1
-8	3	0.2857142857142857	1.3571428571428572	1.7857142857142858	1.1428571428571428	1.0714285714285714	1
-13	-11	-0.2857142857142857	0.8571428571428571	2.0	2.0	1.0	-1
-8	1	0.0	0.9285714285714286	1.7142857142857142	1.1428571428571428	1.3571428571428572	1
-4	-3	0.0	0.9285714285714286	1.1428571428571428	1.0714285714285714	1.2857142857142858	0
11	1	0.2857142857142857	1.7142857142857142	0.8571428571428571	1.0	1.0714285714285714	-1
4	-3	0.2857142857142857	1.4285714285714286	1.1428571428571428	1.3571428571428572	1.7857142857142858	0
-10	-6	0.14285714285714285	1.0	1.2857142857142858	1.5	1.0714285714285714	-1
-2	1	0.0	1.3571428571428572	0.8571428571428571	1.8571428571428572	1.0714285714285714	0
-2	0	0.42857142857142855	1.0	1.1428571428571428	1.2857142857142858	1.2142857142857142	1
0	-6	0.0	1.6428571428571428	1.1428571428571428	1.5	1.4285714285714286	-1
12	0	0.5714285714285714	1.2857142857142858	1.6428571428571428	0.5714285714285714	1.5714285714285714	1
-4	0	-0.42857142857142855	0.7857142857142857	0.7857142857142857	1.5714285714285714	0.8571428571428571	0
15	-1	0.25	1.6	0.8666666666666667	0.9333333333333333	1.7333333333333334	1
7	7	0.375	1.6	1.4	1.2666666666666666	1.7333333333333334	1
-18	-5	-0.125	0.5333333333333333	1.6	1.4666666666666666	1.0666666666666667	-1
14	10	0.5	2.066666666666667	1.0666666666666667	1.0	1.2666666666666666	1
-4	-1	0.0	1.2	1.3333333333333333	1.6666666666666667	0.9333333333333333	1
6	8	0.625	1.4	1.2	1.0	1.4	1
3	1	0.125	1.1333333333333333	1.0666666666666667	0.8	0.8	0
-2	7	0.125	1.4666666666666666	1.6666666666666667	1.5333333333333334	1.2666666666666666	1
-10	-2	-0.25	1.0	1.4	1.4666666666666666	0.8	-1
12	3	0.5	1.9333333333333333	1.0666666666666667	1.0	1.2666666666666666	1
1	-2	0.125	1.1333333333333333	1.2	1.4666666666666666	1.8666666666666667	0
15	7	0.5	1.4	1.0	0.8	1.8666666666666667	0
-14	-1	-0.125	0.875	1.8125	1.875	1.125	1
-8	0	0.375	1.0625	1.625	1.3125	1.3125	1
0	0	0.125	1.0	1.1875	1.0625	1.1875	1
9	1	0.25	1.75	1.0	1.5	1.75	1
0	0	0.375	1.5	1.0625	1.375	1.0625	1
-7	-3	0.25	1.0625	1.4375	1.1875	1.125	0
4	2	0.0	1.625	0.75	1.5	1.0625	1
-8	-5	0.0	1.0625	1.3125	1.625	1.4375	0
4	4	0.5	1.375	1.625	0.9375	1.5	1
-10	-9	-0.375	0.75	0.875	2.0625	1.0	-1
9	5	0.375	1.5	1.875	0.625	1.625	0
-3	-6	0.0	1.5	1.375	1.3125	1.3125	-1
1	5	0.3333333333333333	1.1764705882352942	1.588235294117647	1.0588235294117647	1.2941176470588236	1
-7	1	0.2222222222222222	0.8235294117647058	1.7058823529411764	1.2352941176470589	1.2352941176470589	0
-10	-3	-0.1111111111111111	1.0	1.1764705882352942	1.588235294117647	1.411764705882353	0
5	2	0.33333333333333337	1.9411764705882353	0.9411764705882353	1.2941176470588236	1.2941176470588236	1
-1	4	0.2222222222222222	1.588235294117647	1.8235294117647058	1.4705882352941178	1.8235294117647058	1
1	6	0.3333333333333333	1.4705882352941178	1.0	1.7647058823529411	1.1176470588235294	1
13	3	0.4444444444444444	1.1764705882352942	1.411764705882353	0.6470588235294118	1.7058823529411764	1
0	-2	0.0	1.5294117647058822	0.7058823529411765	1.9411764705882353	0.9411764705882353	0
-10	-5	-0.1111111111111111	1.1176470588235294	1.411764705882353	1.411764705882353	1.3529411764705883	-1
-1	-1	0.0	1.5294117647058822	1.3529411764705883	1.4705882352941178	1.1176470588235294	1
-6	1	0.33333333333333337	1.2941176470588236	1.588235294117647	1.1764705882352942	1.0588235294117647	-1
3	1	0.0	0.7058823529411765	0.8235294117647058	0.8823529411764706	1.411764705882353	0
12	7	0.4444444444444445	1.4444444444444444	1.3333333333333333	1.5555555555555556	1.8333333333333333	1
5	4	0.6666666666666667	1.2777777777777777	1.2222222222222223	1.2777777777777777	1.6111111111111112	1
10	4	0.4444444444444445	1.6111111111111112	1.3888888888888888	1.1666666666666667	1.4444444444444444	1
-10	-5	0.0	0.6666666666666666	1.6666666666666667	1.1666666666666667	1.5555555555555556	0
1	-2	0.33333333333333337	1.9444444444444444	1.0	1.5	1.0555555555555556	0
9	4	0.3333333333333333	1.1111111111111112	1.0	1.0555555555555556	1.3333333333333333	0
-1	1	0.0	1.3888888888888888	1.7222222222222223	0.6666666666666666	0.7777777777777778	0
9	-1	0.2222222222222222	1.5555555555555556	1.2222222222222223	1.1111111111111112	1.2777777777777777	0
-1	-7	0.1111111111111111	0.8333333333333334	1.3888888888888888	0.8333333333333334	1.6111111111111112	-1
-6	-6	0.0	1.7222222222222223	1.1666666666666667	1.9444444444444444	0.9444444444444444	-1
-15	-6	-0.33333333333333337	1.0555555555555556	1.2777777777777777	1.5	0.7222222222222222	0
-1	-5	0.22222222222222227	1.2222222222222223	1.3888888888888888	1.6111111111111112	1.2777777777777777	-1
-6	4	0.0	0.8947368421052632	1.5789473684210527	1.5789473684210527	1.3157894736842106	1
0	9	0.3	1.1578947368421053	1.4736842105263157	1.3157894736842106	1.6842105263157894	1
13	3	0.4	1.9473684210526316	1.0526315789473684	1.105263157894737	1.368421052631579	0
7	12	0.39999999999999997	1.5789473684210527	1.263157894736842	1.1578947368421053	1.5263157894736843	1
-4	-2	0.0	1.105263157894737	1.3157894736842106	1.5789473684210527	1.7894736842105263	-1
-6	-5	0.10000000000000003	1.0526315789473684	1.0	1.4736842105263157	1.0	-1
-12	-2	0.0	1.2105263157894737	1.368421052631579	1.8421052631578947	1.0	1
2	0	0.10000000000000003	1.4736842105263157	0.7368421052631579	1.5789473684210527	1.368421052631579	0
3	-5	0.09999999999999998	1.5263157894736843	1.263157894736842	1.3157894736842106	1.5789473684210527	-1
10	-1	0.3	0.8421052631578947	1.368421052631579	0.6842105263157895	1.631578947368421	0
8	4	0.1	0.7368421052631579	0.7894736842105263	1.0526315789473684	1.3157894736842106	1
0	-7	0.4	1.631578947368421	1.1578947368421053	1.263157894736842	1.1578947368421053	-1
-10	3	0.0	1.5	1.95	1.8	1.1	-1
3	-3	0.09999999999999998	1.55	1.4	0.8	0.8	-1
-10	-2	0.0	0.7	1.55	0.85	1.55	1
10	5	0.6	1.2	1.1	0.8	1.3	0
20	7	0.5	1.9	0.95	1.05	1.4	1
-10	-5	0.0	1.35	1.65	1.55	1.3	1
14	4	0.6	1.6	1.0	1.2	1.5	1
-16	-4	-0.3	1.1	1.55	1.65	0.75	-1
0	2	0.2	1.55	1.3	1.05	1.0	0
3	-4	0.4	1.25	1.5	1.1	1.4	0
-13	-3	-0.3	1.0	1.3	1.5	1.2	-1
-9	-6	0.0	1.15	1.55	1.95	1.05	-1
-5	-4	0.0	1.0	1.380952380952381	1.0952380952380953	1.4761904761904763	-1
0	5	0.18181818181818182	1.0952380952380953	1.5238095238095237	1.2380952380952381	1.7142857142857142	1
-15	-2	0.18181818181818182	1.0476190476190477	1.3333333333333333	1.5238095238095237	0.9523809523809523	0
9	1	0.4545454545454545	2.0952380952380953	1.1428571428571428	1.2857142857142858	1.2857142857142858	1
6	5	0.36363636363636365	1.619047619047619	1.2857142857142858	1.5238095238095237	1.4761904761904763	1
17	-3	0.36363636363636365	1.0952380952380953	1.0476190476190477	0.7619047619047619	1.5714285714285714	0
-2	-3	0.18181818181818182	1.1428571428571428	1.4761904761904763	1.4761904761904763	1.8571428571428572	-1
1	2	0.0	1.6666666666666667	0.7142857142857143	1.8095238095238095	1.0	1
9	3	0.18181818181818182	1.6666666666666667	1.1428571428571428	1.2857142857142858	1.8095238095238095	1
-9	-2	0.0	0.7619047619047619	1.2380952380952381	1.4761904761904763	1.2380952380952381	0
-2	4	-0.09090909090909088	0.7619047619047619	0.8095238095238095	1.1428571428571428	1.4761904761904763	-1
18	5	0.4545454545454545	1.8095238095238095	1.0952380952380953	1.0	1.3333333333333333	1
-3	-4	0.09090909090909088	1.0454545454545454	1.4545454545454546	1.0454545454545454	1.2727272727272727	-1
4	2	0.3636363636363636	1.5454545454545454	1.4090909090909092	1.0454545454545454	1.0909090909090908	1
-29	-5	-0.3636363636363636	0.7727272727272727	1.7727272727272727	2.272727272727273	1.1363636363636365	-1
-10	-5	0.18181818181818182	1.3181818181818181	1.3636363636363635	1.6818181818181819	1.3181818181818181	-1
5	-3	0.09090909090909088	1.8181818181818181	1.0454545454545454	1.6818181818181819	1.1818181818181819	0
0	3	0.09090909090909088	1.5909090909090908	1.7727272727272727	0.7272727272727273	0.9545454545454546	1
-4	-6	0.09090909090909094	1.2272727272727273	1.7727272727272727	1.0909090909090908	1.4545454545454546	-1
2	3	0.18181818181818188	1.5454545454545454	0.9090909090909091	1.5909090909090908	0.7727272727272727	1
7	-1	0.2727272727272727	1.4545454545454546	1.2272727272727273	1.1363636363636365	1.4545454545454546	0
-13	-5	0.0	1.1818181818181819	1.6818181818181819	1.7727272727272727	1.0454545454545454	-1
-7	-6	0.0	1.0	1.3636363636363635	0.8181818181818182	1.2272727272727273	-1
12	3	0.36363636363636365	1.1363636363636365	1.4545454545454546	1.0	1.3636363636363635	0
-14	-1	-0.16666666666666669	1.0434782608695652	1.565217391304348	1.9130434782608696	1.0	-1
-5	5	0.25	1.0869565217391304	1.2608695652173914	1.5217391304347827	1.434782608695652	1
17	6	0.33333333333333337	2.260869565217391	1.0869565217391304	1.5217391304347827	1.7826086956521738	1
-4	-4	0.25000000000000006	1.6956521739130435	1.434782608695652	1.6521739130434783	0.9565217391304348	-1
-6	0	0.0	1.0434782608695652	1.391304347826087	1.2173913043478262	1.6956521739130435	0
0	1	0.25	1.0434782608695652	1.0869565217391304	1.3043478260869565	1.3478260869565217	0
4	-2	0.25	1.0869565217391304	1.4782608695652173	1.0434782608695652	1.3043478260869565	-1
11	6	0.25	1.6521739130434783	0.7391304347826086	1.391304347826087	1.3043478260869565	1
14	7	0.25	1.8695652173913044	1.173913043478261	1.0434782608695652	1.6521739130434783	1
0	2	0.08333333333333334	0.8695652173913043	1.2608695652173914	1.2608695652173914	1.7826086956521738	0
18	2	0.25	0.7391304347826086	0.9130434782608695	0.7391304347826086	1.7391304347826086	1
4	2	0.16666666666666669	1.6956521739130435	1.0434782608695652	1.1304347826086956	1.391304347826087	-1
-8	-3	0.0	1.4583333333333333	1.375	1.5833333333333333	0.7083333333333334	0
-12	-4	0.0	0.75	1.7083333333333333	0.875	1.25	0
-10	-8	0.08333333333333337	1.3333333333333333	1.4583333333333333	1.7916666666666667	1.0833333333333333	-1
-1	-3	0.25	1.2916666666666667	1.75	1.0833333333333333	1.2916666666666667	1
-25	-9	-0.33333333333333337	1.0	1.6666666666666667	2.25	1.0416666666666667	-1
0	-7	0.0	1.375	1.375	1.125	1.5416666666666667	-1
-8	-3	0.08333333333333331	1.25	1.6666666666666667	1.8333333333333333	1.2083333333333333	1
-3	4	0.08333333333333331	1.1666666666666667	1.375	1.6666666666666667	1.4583333333333333	1
5	1	0.25	1.4583333333333333	1.7916666666666667	1.0833333333333333	1.3333333333333333	-1
21	6	0.5	1.9166666666666667	0.9583333333333334	1.0416666666666667	1.5	1
16	8	0.5833333333333334	1.7083333333333333	0.9166666666666666	1.0	1.1666666666666667	1
-14	-3	-0.25	1.0	1.2916666666666667	0.75	0.875	-1
14	6	0.23076923076923078	1.2	1.52	1.0	1.36	1
-6	4	0.07692307692307693	0.76	1.64	0.96	1.64	1
5	5	0.38461538461538464	1.08	1.28	1.04	1.48	0
8	2	0.07692307692307687	2.2	1.08	1.84	1.2	-1
17	1	0.46153846153846156	1.64	1.4	0.84	1.24	1
6	1	0.38461538461538464	1.32	1.4	1.4	1.76	1
5	-7	0.07692307692307693	0.96	1.16	1.08	1.28	-1
-10	1	0.0	1.36	1.72	1.76	1.16	1
-1	-1	0.15384615384615385	1.64	0.92	1.88	0.92	-1
-6	-8	-0.15384615384615385	1.32	1.4	0.8	0.84	-1
-14	0	0.0	1.2	1.6	1.52	0.68	0
-5	-6	0.07692307692307693	1.4	1.36	1.16	1.32	-1
-20	1	-0.3076923076923077	1.0384615384615385	1.2692307692307692	1.6153846153846154	1.3461538461538463	-1
14	6	0.23076923076923073	1.8461538461538463	0.9615384615384616	1.3461538461538463	1.3846153846153846	-1
1	-2	0.3076923076923077	1.4230769230769231	1.7307692307692308	1.1923076923076923	1.6153846153846154	1
-9	-5	0.07692307692307693	1.0384615384615385	1.4615384615384615	1.1923076923076923	1.5	0
16	1	0.3846153846153846	1.5384615384615385	0.6538461538461539	1.3076923076923077	1.7307692307692308	1
-27	-9	-0.15384615384615385	0.9615384615384616	1.6923076923076923	1.6923076923076923	0.9230769230769231	-1
9	5	0.38461538461538464	1.8846153846153846	1.2307692307692308	1.3461538461538463	1.4615384615384615	1
-25	-7	-0.38461538461538464	0.8076923076923077	1.2692307692307692	2.1923076923076925	1.0384615384615385	-1
4	2	0.0	0.8076923076923077	0.8846153846153846	1.1153846153846154	1.2692307692307692	-1
13	5	0.3846153846153846	1.8846153846153846	1.1153846153846154	0.9230769230769231	1.3076923076923077	1
-15	2	-0.07692307692307693	1.0	1.3461538461538463	1.3846153846153846	1.3461538461538463	0
26	8	0.5384615384615384	1.1923076923076923	1.2692307692307692	0.7307692307692307	1.6538461538461537	1
-22	-1	-0.14285714285714285	1.037037037037037	1.4074074074074074	2.111111111111111	1.037037037037037	1
16	5	0.5	1.5555555555555556	0.6666666666666666	1.3333333333333333	1.4814814814814814	1
-21	3	-0.14285714285714288	1.1111111111111112	1.2962962962962963	1.7037037037037037	1.0	1
0	3	0.2142857142857143	1.4814814814814814	1.7407407407407407	1.3703703703703705	1.4444444444444444	1
-6	-3	-0.07142857142857145	1.8518518518518519	1.2592592592592593	1.6296296296296295	1.3333333333333333	-1
30	5	0.5714285714285714	2.074074074074074	1.1481481481481481	0.7777777777777778	1.8518518518518519	1
-13	-8	-0.07142857142857142	0.9629629629629629	1.3333333333333333	1.2962962962962963	1.6666666666666667	-1
12	9	0.35714285714285715	1.1481481481481481	1.2222222222222223	0.8888888888888888	1.2592592592592593	0
15	7	0.3571428571428571	1.8518518518518519	0.9259259259259259	1.3333333333333333	1.3703703703703705	1
-7	-4	0.07142857142857142	0.9259259259259259	1.6296296296296295	1.1481481481481481	1.5555555555555556	0
-4	0	0.07142857142857142	0.9259259259259259	1.2962962962962963	1.1481481481481481	1.3703703703703705	1
2	-1	-0.07142857142857142	0.7777777777777778	0.8518518518518519	1.1481481481481481	1.4444444444444444	0
7	0	0.14285714285714285	2.107142857142857	1.0	2.0	1.1785714285714286	1
-7	-1	-0.0714285714285714	1.1071428571428572	1.3928571428571428	1.7857142857142858	1.2142857142857142	0
5	-2	0.2857142857142857	1.3571428571428572	1.3571428571428572	1.4642857142857142	1.75	1
-9	0	0.07142857142857142	0.7857142857142857	1.7857142857142858	1.0714285714285714	1.2857142857142858	1
-11	-3	0.0714285714285714	1.1785714285714286	1.3928571428571428	1.1785714285714286	1.25	0
-4	-1	0.0714285714285714	1.5714285714285714	1.3214285714285714	1.5357142857142858	0.6428571428571429	-1
-20	-6	0.0	1.2857142857142858	1.5	1.8571428571428572	0.8928571428571429	-1
3	-2	0.14285714285714285	0.8928571428571429	1.25	0.9285714285714286	1.2857142857142858	0
2	-2	0.2857142857142857	1.2857142857142858	1.6785714285714286	1.0714285714285714	1.3928571428571428	-1
29	2	0.5	1.6428571428571428	0.9642857142857143	0.9285714285714286	1.2857142857142858	0
7	-1	0.07142857142857142	1.3214285714285714	1.4285714285714286	0.9285714285714286	1.5714285714285714	-1
-4	1	0.07142857142857145	1.1785714285714286	1.5	0.75	0.8928571428571429	1
-8	-3	-0.1333333333333333	1.103448275862069	1.3448275862068966	1.3793103448275863	1.4482758620689655	-1
23	5	0.39999999999999997	1.9310344827586208	0.896551724137931	1.1724137931034482	1.4827586206896552	1
-3	3	0.2	1.4482758620689655	1.7241379310344827	1.103448275862069	1.3793103448275863	0
-20	-2	-0.1333333333333333	1.0344827586206897	1.3793103448275863	1.5517241379310345	1.2758620689655173	-1
23	10	0.4666666666666667	1.5862068965517242	0.6551724137931034	0.896551724137931	1.3103448275862069	1
-10	-2	-0.06666666666666665	0.9310344827586207	1.6206896551724137	1.3448275862068966	1.6551724137931034	-1
27	4	0.4666666666666667	1.8620689655172413	1.1724137931034482	0.7586206896551724	1.8620689655172413	1
-18	3	0.0	0.9655172413793104	1.2413793103448276	1.5862068965517242	1.0	1
4	1	0.13333333333333336	0.7586206896551724	0.896551724137931	1.2758620689655173	1.4827586206896552	0
11	5	0.39999999999999997	1.9655172413793103	1.1379310344827587	1.3103448275862069	1.3448275862068966	1
-35	-7	-0.4666666666666667	0.9310344827586207	1.3448275862068966	2.1379310344827585	1.0	-1
8	-2	0.26666666666666666	1.1724137931034482	1.2758620689655173	1.206896551724138	1.4827586206896552	-1
8	-4	0.06666666666666665	1.0666666666666667	1.3666666666666667	0.9333333333333333	1.5666666666666667	-1
9	-1	0.4	1.3333333333333333	1.3333333333333333	0.9666666666666667	1.2666666666666666	1
-39	-9	-0.26666666666666666	0.7666666666666667	1.8666666666666667	1.6	0.6666666666666666	-1
2	0	0.26666666666666666	1.2333333333333334	1.4666666666666666	1.4333333333333333	1.7666666666666666	1
0	-3	0.0	2.1333333333333333	1.0333333333333334	1.9333333333333333	0.9333333333333333	0
-1	-3	0.06666666666666665	1.5333333333333334	1.3	1.9666666666666666	1.1333333333333333	-1
6	-2	0.3333333333333333	1.2333333333333334	1.4333333333333333	1.0666666666666667	1.3	0
-17	-5	-0.2	0.9333333333333333	1.3666666666666667	1.9	1.2	-1
-11	1	0.0	1.3333333333333333	1.7333333333333334	1.2666666666666666	1.2666666666666666	-1
15	2	0.2666666666666666	1.6	1.0	0.7666666666666667	0.9333333333333333	1
2	-2	0.26666666666666666	1.1666666666666667	1.5	1.0666666666666667	1.3333333333333333	-1
18	5	0.19999999999999998	1.4333333333333333	1.4	0.9	1.4	1
-20	-3	-0.0625	0.8709677419354839	1.935483870967742	1.5161290322580645	1.4838709677419355	0
-19	-5	-0.0625	1.2903225806451613	1.5483870967741935	2.032258064516129	1.1935483870967742	-1
21	4	0.25	2.096774193548387	1.032258064516129	1.3225806451612903	1.7096774193548387	0
-16	1	-0.1875	1.0	1.3225806451612903	1.4838709677419355	1.3548387096774193	1
-22	-6	0.0625	1.4193548387096775	1.7741935483870968	1.6129032258064515	1.0	-1
8	3	0.1875	1.064516129032258	1.2903225806451613	0.9032258064516129	1.5483870967741935	1
5	6	0.125	1.903225806451613	1.1612903225806452	1.2258064516129032	1.2903225806451613	1
9	0	0.0	0.7419354838709677	0.9032258064516129	1.032258064516129	1.2580645161290323	0
-6	-4	0.3125	1.2258064516129032	1.4193548387096775	1.3225806451612903	1.3225806451612903	0
12	2	0.25	1.1290322580645162	1.4838709677419355	0.9032258064516129	1.3548387096774193	-1
-25	-3	-0.1875	1.032258064516129	1.3225806451612903	1.967741935483871	1.0	0
-21	-7	-0.1875	1.064516129032258	1.3548387096774193	1.5806451612903225	0.6774193548387096	0
-14	-3	-0.0625	0.875	1.40625	1.0625	1.28125	-1
22	3	0.5	1.3125	1.3125	0.875	1.90625	0
-4	1	0.0	1.53125	1.34375	2.0625	1.09375	1
-5	3	0.0	1.125	1.3125	1.125	1.4375	1
22	6	0.25	2.0	1.03125	0.78125	0.96875	1
1	1	0.3125	1.28125	1.65625	1.1875	1.375	0
17	0	0.375	1.5625	1.0	1.125	1.4375	-1
19	-2	0.3125	1.53125	0.6875	1.0625	1.25	-1
-5	2	0.0	0.875	1.5	1.375	1.71875	0
7	7	0.1875	1.59375	1.46875	1.28125	1.625	1
0	-3	0.0625	1.96875	1.25	1.9375	1.125	-1
17	2	0.375	1.34375	1.25	1.0	1.4375	1
-15	-7	-0.05882352941176472	1.303030303030303	1.3333333333333333	1.9393939393939394	1.121212121212121	-1
36	4	0.5882352941176471	1.606060606060606	1.303030303030303	0.8484848484848485	1.9696969696969697	1
-4	-1	0.05882352941176472	1.1515151515151516	1.2727272727272727	1.0303030303030303	1.2727272727272727	1
26	2	0.47058823529411764	2.0	1.0	1.0303030303030303	1.303030303030303	1
2	2	0.1764705882352941	1.3333333333333333	1.606060606060606	1.0909090909090908	1.4848484848484849	1
21	8	0.411764705882353	1.6363636363636365	1.0303030303030303	1.1515151515151516	1.5151515151515151	1
26	4	0.4117647058823529	1.5151515151515151	0.6666666666666666	1.2424242424242424	1.606060606060606	1
